id,label,name,frequency,modules,phase_mode,competence_mode,granularity_mode
M1::slide_33,Slide,M1 / slide 33,,,,,
M1::slide_34,Slide,M1 / slide 34,,,,,
M1::slide_35,Slide,M1 / slide 35,,,,,
M1::slide_36,Slide,M1 / slide 36,,,,,
M1::slide_37,Slide,M1 / slide 37,,,,,
M1::slide_38,Slide,M1 / slide 38,,,,,
M1::slide_39,Slide,M1 / slide 39,,,,,
M1::slide_40,Slide,M1 / slide 40,,,,,
M1::slide_41,Slide,M1 / slide 41,,,,,
M1::slide_42,Slide,M1 / slide 42,,,,,
M2::slide_1,Slide,M2 / slide 1,,,,,
M2::slide_2,Slide,M2 / slide 2,,,,,
M2::slide_3,Slide,M2 / slide 3,,,,,
M2::slide_4,Slide,M2 / slide 4,,,,,
M2::slide_5,Slide,M2 / slide 5,,,,,
M2::slide_6,Slide,M2 / slide 6,,,,,
M2::slide_7,Slide,M2 / slide 7,,,,,
M2::slide_8,Slide,M2 / slide 8,,,,,
M2::slide_9,Slide,M2 / slide 9,,,,,
M2::slide_10,Slide,M2 / slide 10,,,,,
M2::slide_11,Slide,M2 / slide 11,,,,,
M2::slide_12,Slide,M2 / slide 12,,,,,
M2::slide_13,Slide,M2 / slide 13,,,,,
M2::slide_14,Slide,M2 / slide 14,,,,,
M2::slide_15,Slide,M2 / slide 15,,,,,
M2::slide_16,Slide,M2 / slide 16,,,,,
M2::slide_17,Slide,M2 / slide 17,,,,,
M2::slide_18,Slide,M2 / slide 18,,,,,
M2::slide_19,Slide,M2 / slide 19,,,,,
M2::slide_20,Slide,M2 / slide 20,,,,,
M2::slide_21,Slide,M2 / slide 21,,,,,
M2::slide_22,Slide,M2 / slide 22,,,,,
M2::slide_23,Slide,M2 / slide 23,,,,,
M2::slide_24,Slide,M2 / slide 24,,,,,
M2::slide_25,Slide,M2 / slide 25,,,,,
M2::slide_26,Slide,M2 / slide 26,,,,,
M2::slide_27,Slide,M2 / slide 27,,,,,
M2::slide_28,Slide,M2 / slide 28,,,,,
M2::slide_29,Slide,M2 / slide 29,,,,,
M2::slide_30,Slide,M2 / slide 30,,,,,
M2::slide_31,Slide,M2 / slide 31,,,,,
M2::slide_32,Slide,M2 / slide 32,,,,,
M2::slide_33,Slide,M2 / slide 33,,,,,
M2::slide_34,Slide,M2 / slide 34,,,,,
M2::slide_35,Slide,M2 / slide 35,,,,,
M2::slide_36,Slide,M2 / slide 36,,,,,
M2::slide_37,Slide,M2 / slide 37,,,,,
M2::slide_38,Slide,M2 / slide 38,,,,,
M3::slide_1,Slide,M3 / slide 1,,,,,
M3::slide_2,Slide,M3 / slide 2,,,,,
M3::slide_3,Slide,M3 / slide 3,,,,,
M3::slide_4,Slide,M3 / slide 4,,,,,
M3::slide_5,Slide,M3 / slide 5,,,,,
M3::slide_6,Slide,M3 / slide 6,,,,,
M3::slide_7,Slide,M3 / slide 7,,,,,
M3::slide_8,Slide,M3 / slide 8,,,,,
M3::slide_9,Slide,M3 / slide 9,,,,,
M3::slide_10,Slide,M3 / slide 10,,,,,
M3::slide_11,Slide,M3 / slide 11,,,,,
M3::slide_12,Slide,M3 / slide 12,,,,,
M3::slide_13,Slide,M3 / slide 13,,,,,
M3::slide_14,Slide,M3 / slide 14,,,,,
M3::slide_15,Slide,M3 / slide 15,,,,,
M3::slide_16,Slide,M3 / slide 16,,,,,
M3::slide_25,Slide,M3 / slide 25,,,,,
M3::slide_27,Slide,M3 / slide 27,,,,,
M3::slide_29,Slide,M3 / slide 29,,,,,
M3::slide_30,Slide,M3 / slide 30,,,,,
M3::slide_33,Slide,M3 / slide 33,,,,,
M4::slide_1,Slide,M4 / slide 1,,,,,
M4::slide_2,Slide,M4 / slide 2,,,,,
M4::slide_3,Slide,M4 / slide 3,,,,,
M4::slide_4,Slide,M4 / slide 4,,,,,
M4::slide_5,Slide,M4 / slide 5,,,,,
M4::slide_6,Slide,M4 / slide 6,,,,,
M4::slide_7,Slide,M4 / slide 7,,,,,
M4::slide_8,Slide,M4 / slide 8,,,,,
M4::slide_9,Slide,M4 / slide 9,,,,,
M4::slide_10,Slide,M4 / slide 10,,,,,
M4::slide_11,Slide,M4 / slide 11,,,,,
M4::slide_12,Slide,M4 / slide 12,,,,,
M4::slide_13,Slide,M4 / slide 13,,,,,
M4::slide_14,Slide,M4 / slide 14,,,,,
M4::slide_15,Slide,M4 / slide 15,,,,,
M4::slide_16,Slide,M4 / slide 16,,,,,
M4::slide_17,Slide,M4 / slide 17,,,,,
M4::slide_18,Slide,M4 / slide 18,,,,,
M4::slide_19,Slide,M4 / slide 19,,,,,
M4::slide_20,Slide,M4 / slide 20,,,,,
M4::slide_21,Slide,M4 / slide 21,,,,,
M4::slide_22,Slide,M4 / slide 22,,,,,
M4::slide_23,Slide,M4 / slide 23,,,,,
M4::slide_24,Slide,M4 / slide 24,,,,,
M4::slide_25,Slide,M4 / slide 25,,,,,
M4::slide_26,Slide,M4 / slide 26,,,,,
M4::slide_27,Slide,M4 / slide 27,,,,,
M4::slide_28,Slide,M4 / slide 28,,,,,
M4::slide_30,Slide,M4 / slide 30,,,,,
M4::slide_31,Slide,M4 / slide 31,,,,,
M4::slide_32,Slide,M4 / slide 32,,,,,
M4::slide_33,Slide,M4 / slide 33,,,,,
M4::slide_34,Slide,M4 / slide 34,,,,,
M4::slide_35,Slide,M4 / slide 35,,,,,
M4::slide_36,Slide,M4 / slide 36,,,,,
M4::slide_37,Slide,M4 / slide 37,,,,,
M5::slide_1,Slide,M5 / slide 1,,,,,
M5::slide_2,Slide,M5 / slide 2,,,,,
M5::slide_3,Slide,M5 / slide 3,,,,,
M5::slide_4,Slide,M5 / slide 4,,,,,
M5::slide_5,Slide,M5 / slide 5,,,,,
M5::slide_6,Slide,M5 / slide 6,,,,,
M5::slide_7,Slide,M5 / slide 7,,,,,
M5::slide_8,Slide,M5 / slide 8,,,,,
M5::slide_9,Slide,M5 / slide 9,,,,,
M5::slide_10,Slide,M5 / slide 10,,,,,
M5::slide_11,Slide,M5 / slide 11,,,,,
M5::slide_12,Slide,M5 / slide 12,,,,,
M5::slide_13,Slide,M5 / slide 13,,,,,
M5::slide_14,Slide,M5 / slide 14,,,,,
M5::slide_15,Slide,M5 / slide 15,,,,,
M5::slide_16,Slide,M5 / slide 16,,,,,
M5::slide_17,Slide,M5 / slide 17,,,,,
M5::slide_18,Slide,M5 / slide 18,,,,,
M5::slide_19,Slide,M5 / slide 19,,,,,
M5::slide_20,Slide,M5 / slide 20,,,,,
M5::slide_21,Slide,M5 / slide 21,,,,,
M5::slide_22,Slide,M5 / slide 22,,,,,
M5::slide_23,Slide,M5 / slide 23,,,,,
M5::slide_24,Slide,M5 / slide 24,,,,,
M5::slide_25,Slide,M5 / slide 25,,,,,
M5::slide_26,Slide,M5 / slide 26,,,,,
M5::slide_27,Slide,M5 / slide 27,,,,,
M5::slide_28,Slide,M5 / slide 28,,,,,
M5::slide_29,Slide,M5 / slide 29,,,,,
M5::slide_30,Slide,M5 / slide 30,,,,,
M5::slide_31,Slide,M5 / slide 31,,,,,
M5::slide_32,Slide,M5 / slide 32,,,,,
M5::slide_33,Slide,M5 / slide 33,,,,,
M6::slide_1,Slide,M6 / slide 1,,,,,
M6::slide_2,Slide,M6 / slide 2,,,,,
M6::slide_3,Slide,M6 / slide 3,,,,,
M6::slide_4,Slide,M6 / slide 4,,,,,
M6::slide_5,Slide,M6 / slide 5,,,,,
M6::slide_6,Slide,M6 / slide 6,,,,,
M6::slide_7,Slide,M6 / slide 7,,,,,
M6::slide_8,Slide,M6 / slide 8,,,,,
M6::slide_9,Slide,M6 / slide 9,,,,,
M6::slide_10,Slide,M6 / slide 10,,,,,
M6::slide_11,Slide,M6 / slide 11,,,,,
M6::slide_12,Slide,M6 / slide 12,,,,,
M6::slide_13,Slide,M6 / slide 13,,,,,
M6::slide_14,Slide,M6 / slide 14,,,,,
M6::slide_15,Slide,M6 / slide 15,,,,,
M6::slide_16,Slide,M6 / slide 16,,,,,
M6::slide_17,Slide,M6 / slide 17,,,,,
M6::slide_18,Slide,M6 / slide 18,,,,,
M6::slide_19,Slide,M6 / slide 19,,,,,
M6::slide_20,Slide,M6 / slide 20,,,,,
M6::slide_21,Slide,M6 / slide 21,,,,,
M6::slide_22,Slide,M6 / slide 22,,,,,
M6::slide_23,Slide,M6 / slide 23,,,,,
M6::slide_24,Slide,M6 / slide 24,,,,,
M6::slide_25,Slide,M6 / slide 25,,,,,
M7::slide_1,Slide,M7 / slide 1,,,,,
M7::slide_2,Slide,M7 / slide 2,,,,,
M7::slide_3,Slide,M7 / slide 3,,,,,
M7::slide_4,Slide,M7 / slide 4,,,,,
M7::slide_5,Slide,M7 / slide 5,,,,,
M7::slide_6,Slide,M7 / slide 6,,,,,
M7::slide_7,Slide,M7 / slide 7,,,,,
M7::slide_8,Slide,M7 / slide 8,,,,,
M7::slide_9,Slide,M7 / slide 9,,,,,
M7::slide_10,Slide,M7 / slide 10,,,,,
M7::slide_11,Slide,M7 / slide 11,,,,,
M7::slide_12,Slide,M7 / slide 12,,,,,
M7::slide_13,Slide,M7 / slide 13,,,,,
M7::slide_14,Slide,M7 / slide 14,,,,,
M7::slide_15,Slide,M7 / slide 15,,,,,
M7::slide_16,Slide,M7 / slide 16,,,,,
M7::slide_17,Slide,M7 / slide 17,,,,,
M7::slide_18,Slide,M7 / slide 18,,,,,
M7::slide_19,Slide,M7 / slide 19,,,,,
M7::slide_20,Slide,M7 / slide 20,,,,,
M7::slide_21,Slide,M7 / slide 21,,,,,
M7::slide_22,Slide,M7 / slide 22,,,,,
M7::slide_23,Slide,M7 / slide 23,,,,,
M7::slide_24,Slide,M7 / slide 24,,,,,
M7::slide_25,Slide,M7 / slide 25,,,,,
M7::slide_26,Slide,M7 / slide 26,,,,,
M7::slide_27,Slide,M7 / slide 27,,,,,
M7::slide_28,Slide,M7 / slide 28,,,,,
M7::slide_29,Slide,M7 / slide 29,,,,,
M7::slide_30,Slide,M7 / slide 30,,,,,
M7::slide_31,Slide,M7 / slide 31,,,,,
M7::slide_32,Slide,M7 / slide 32,,,,,
M7::slide_33,Slide,M7 / slide 33,,,,,
M7::slide_34,Slide,M7 / slide 34,,,,,
M7::slide_35,Slide,M7 / slide 35,,,,,
M7::slide_36,Slide,M7 / slide 36,,,,,
M7::slide_37,Slide,M7 / slide 37,,,,,
M7::slide_38,Slide,M7 / slide 38,,,,,
M7::slide_39,Slide,M7 / slide 39,,,,,
M7::slide_40,Slide,M7 / slide 40,,,,,
M7::slide_41,Slide,M7 / slide 41,,,,,
M7::slide_42,Slide,M7 / slide 42,,,,,
M7::slide_43,Slide,M7 / slide 43,,,,,
M7::slide_44,Slide,M7 / slide 44,,,,,
M7::slide_45,Slide,M7 / slide 45,,,,,
M7::slide_46,Slide,M7 / slide 46,,,,,
M7::slide_47,Slide,M7 / slide 47,,,,,
M7::slide_48,Slide,M7 / slide 48,,,,,
M7::slide_49,Slide,M7 / slide 49,,,,,
M7::slide_51,Slide,M7 / slide 51,,,,,
M7::slide_52,Slide,M7 / slide 52,,,,,
M7::slide_53,Slide,M7 / slide 53,,,,,
M7::slide_54,Slide,M7 / slide 54,,,,,
M7::slide_55,Slide,M7 / slide 55,,,,,
M7::slide_56,Slide,M7 / slide 56,,,,,
M7::slide_57,Slide,M7 / slide 57,,,,,
M7::slide_58,Slide,M7 / slide 58,,,,,
M7::slide_59,Slide,M7 / slide 59,,,,,
M7::slide_60,Slide,M7 / slide 60,,,,,
M7::slide_61,Slide,M7 / slide 61,,,,,
M8::slide_1,Slide,M8 / slide 1,,,,,
M8::slide_2,Slide,M8 / slide 2,,,,,
M8::slide_3,Slide,M8 / slide 3,,,,,
M8::slide_4,Slide,M8 / slide 4,,,,,
M8::slide_5,Slide,M8 / slide 5,,,,,
M8::slide_6,Slide,M8 / slide 6,,,,,
M8::slide_7,Slide,M8 / slide 7,,,,,
M8::slide_8,Slide,M8 / slide 8,,,,,
M8::slide_9,Slide,M8 / slide 9,,,,,
M8::slide_10,Slide,M8 / slide 10,,,,,
M8::slide_11,Slide,M8 / slide 11,,,,,
M8::slide_12,Slide,M8 / slide 12,,,,,
M8::slide_13,Slide,M8 / slide 13,,,,,
M8::slide_14,Slide,M8 / slide 14,,,,,
M8::slide_15,Slide,M8 / slide 15,,,,,
M8::slide_16,Slide,M8 / slide 16,,,,,
M8::slide_17,Slide,M8 / slide 17,,,,,
M8::slide_18,Slide,M8 / slide 18,,,,,
M8::slide_19,Slide,M8 / slide 19,,,,,
M8::slide_20,Slide,M8 / slide 20,,,,,
M8::slide_21,Slide,M8 / slide 21,,,,,
M8::slide_22,Slide,M8 / slide 22,,,,,
M8::slide_23,Slide,M8 / slide 23,,,,,
M8::slide_24,Slide,M8 / slide 24,,,,,
M8::slide_25,Slide,M8 / slide 25,,,,,
M8::slide_26,Slide,M8 / slide 26,,,,,
M8::slide_27,Slide,M8 / slide 27,,,,,
M8::slide_28,Slide,M8 / slide 28,,,,,
M8::slide_29,Slide,M8 / slide 29,,,,,
M8::slide_30,Slide,M8 / slide 30,,,,,
M9::slide_1,Slide,M9 / slide 1,,,,,
M9::slide_2,Slide,M9 / slide 2,,,,,
M9::slide_3,Slide,M9 / slide 3,,,,,
M9::slide_4,Slide,M9 / slide 4,,,,,
M9::slide_5,Slide,M9 / slide 5,,,,,
M9::slide_6,Slide,M9 / slide 6,,,,,
M9::slide_7,Slide,M9 / slide 7,,,,,
M9::slide_8,Slide,M9 / slide 8,,,,,
M9::slide_9,Slide,M9 / slide 9,,,,,
M9::slide_10,Slide,M9 / slide 10,,,,,
M9::slide_11,Slide,M9 / slide 11,,,,,
M9::slide_12,Slide,M9 / slide 12,,,,,
M9::slide_13,Slide,M9 / slide 13,,,,,
M10::slide_1,Slide,M10 / slide 1,,,,,
M10::slide_2,Slide,M10 / slide 2,,,,,
M10::slide_3,Slide,M10 / slide 3,,,,,
M10::slide_4,Slide,M10 / slide 4,,,,,
M10::slide_5,Slide,M10 / slide 5,,,,,
M10::slide_6,Slide,M10 / slide 6,,,,,
M10::slide_7,Slide,M10 / slide 7,,,,,
M10::slide_8,Slide,M10 / slide 8,,,,,
M10::slide_9,Slide,M10 / slide 9,,,,,
M10::slide_10,Slide,M10 / slide 10,,,,,
M10::slide_11,Slide,M10 / slide 11,,,,,
M10::slide_12,Slide,M10 / slide 12,,,,,
M10::slide_13,Slide,M10 / slide 13,,,,,
M10::slide_14,Slide,M10 / slide 14,,,,,
M10::slide_15,Slide,M10 / slide 15,,,,,
06.04.2025,Concept,06.04.2025,1.0,1.0,Situative,knowledge,middle
07.04.2025,Concept,07.04.2025,5.0,1.0,Coping & Consequences,attitude,middle
08.04.2025,Concept,08.04.2025,1.0,1.0,Situative,knowledge,middle
18.05.2025,Concept,18.05.2025,1.0,1.0,,knowledge,middle
19.10.2018,Concept,19.10.2018,7.0,2.0,Antecedent,knowledge,middle
54321- Sehen-Hören-Empfinden,Concept,54321- Sehen-Hören-Empfinden,1.0,1.0,Coping & Consequences,skill,low
ARBEIT MIT DOLMETSCHER:INNENWARUM SIND DOLMETSCHER:INNEN UNVERZICHTBAR?,Concept,ARBEIT MIT DOLMETSCHER:INNENWARUM SIND DOLMETSCHER:INNEN UNVERZICHTBAR?,1.0,1.0,Coping & Consequences,knowledge,middle
Ablenkung durch Rechnen,Concept,Ablenkung durch Rechnen,1.0,1.0,,knowledge,low
"Achte darauf, genug und regelmäßig zu essen und zu trinken",Concept,"Achte darauf, genug und regelmäßig zu essen und zu trinken",1.0,1.0,Coping & Consequences,skill,low
Achtsamkeitsübung,Concept,Achtsamkeitsübung,1.0,1.0,Coping & Consequences,attitude,middle
Akkulturationsprozesse,Concept,Akkulturationsprozesse,1.0,1.0,Antecedent,knowledge,middle
Akutes Trauma – kurz und heftig :,Concept,Akutes Trauma – kurz und heftig :,1.0,1.0,Situative,knowledge,middle
Angebote,Concept,Angebote,1.0,1.0,Coping & Consequences,skill,middle
Atemübung,Concept,Atemübung,1.0,1.0,Coping & Consequences,skill,low
Auf der Flucht,Concept,Auf der Flucht,4.0,2.0,Situative,knowledge,middle
Ausgänge der postexpositorischen Phase,Concept,Ausgänge der postexpositorischen Phase,1.0,1.0,Coping & Consequences,knowledge,middle
Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,Concept,Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,1.0,1.0,Situative,skill,middle
Auswirkungen auf die Identität,Concept,Auswirkungen auf die Identität,1.0,1.0,Antecedent,knowledge,middle
Auswirkungen gemeinschaftsbasierter Gewalt,Concept,Auswirkungen gemeinschaftsbasierter Gewalt,1.0,1.0,Coping & Consequences,knowledge,middle
Behandlung komplexer PTBS & dissoziativer Störungen,Concept,Behandlung komplexer PTBS & dissoziativer Störungen,1.0,1.0,Coping & Consequences,skill,middle
Belastungsfaktoren der sozialen Arbeit,Concept,Belastungsfaktoren der sozialen Arbeit,1.0,1.0,,attitude,middle
Berücksichtigung von Konzentrations- und Aufmerksamkeitsstörungen,Concept,Berücksichtigung von Konzentrations- und Aufmerksamkeitsstörungen,1.0,1.0,,knowledge,middle
Beschädigung der Grenzen zwischen den Generationen (Bohleber 2009),Concept,Beschädigung der Grenzen zwischen den Generationen (Bohleber 2009),1.0,1.0,,attitude,middle
"Besondere Herausforderungen für geflüchtete Frauen, LGBTQ+ & nicht-binäre Personen",Concept,"Besondere Herausforderungen für geflüchtete Frauen, LGBTQ+ & nicht-binäre Personen",1.0,1.0,Situative,attitude,middle
Besonderheiten in der Beratung/Therapie mit (traumatisierten) Geflüchteten,Concept,Besonderheiten in der Beratung/Therapie mit (traumatisierten) Geflüchteten,1.0,1.0,Coping & Consequences,knowledge,middle
Betrachtung verschiedener Stufen der Dissoziation,Concept,Betrachtung verschiedener Stufen der Dissoziation,1.0,1.0,Coping & Consequences,knowledge,middle
Bindung,Concept,Bindung,2.0,1.0,,knowledge,middle
Bindung und Trauma –Über die transgenerationale Weitergabe einer tiefen Erschütterung,Concept,Bindung und Trauma –Über die transgenerationale Weitergabe einer tiefen Erschütterung,1.0,1.0,,knowledge,middle
Biografische Schutzfaktoren,Concept,Biografische Schutzfaktoren,1.0,1.0,Antecedent,knowledge,middle
Charakteristische Merkmale von Klient_innen,Concept,Charakteristische Merkmale von Klient_innen,1.0,1.0,Coping & Consequences,knowledge,middle
Chronisches Trauma – dauerhaft belastend,Concept,Chronisches Trauma – dauerhaft belastend,1.0,1.0,Coping & Consequences,knowledge,middle
DER TRAUMATISCHE PROZESS,Concept,DER TRAUMATISCHE PROZESS,1.0,1.0,,knowledge,middle
DIE 4 PHASEN DES KULTURSCHOCKS,Concept,DIE 4 PHASEN DES KULTURSCHOCKS,1.0,1.0,Antecedent,knowledge,middle
DIE FRAGE NACH IDENTITÄT,Concept,DIE FRAGE NACH IDENTITÄT,1.0,1.0,Antecedent,knowledge,middle
DIE FRAGE NACH KULTUR,Concept,DIE FRAGE NACH KULTUR,2.0,2.0,,knowledge,middle
DIE PERITRAUMATISCHE SITUATION,Concept,DIE PERITRAUMATISCHE SITUATION,1.0,1.0,Situative,knowledge,middle
DISSOZIATION IN STUFEN,Concept,DISSOZIATION IN STUFEN,1.0,1.0,Coping & Consequences,knowledge,middle
Da sein,Concept,Da sein,1.0,1.0,Coping & Consequences,knowledge,middle
Danke!,Concept,Danke!,1.0,1.0,,knowledge,middle
Das Fremde und das Eigene,Concept,Das Fremde und das Eigene,2.0,2.0,,knowledge,middle
Das Kind als Container,Concept,Das Kind als Container,1.0,1.0,,skill,middle
Das Leben im Exil,Concept,Das Leben im Exil,2.0,1.0,Antecedent,knowledge,middle
Das Lymbische System und die Emotionen,Concept,Das Lymbische System und die Emotionen,1.0,1.0,Coping & Consequences,knowledge,middle
Das Reptiliengehirn und seine Funktionen,Concept,Das Reptiliengehirn und seine Funktionen,1.0,1.0,,knowledge,middle
Das weiße Blatt,Concept,Das weiße Blatt,1.0,1.0,,attitude,low
Definition Gewalt,Concept,Definition Gewalt,1.0,1.0,Coping & Consequences,knowledge,high
Definition gemeinschaftsbasierter Gewalt,Concept,Definition gemeinschaftsbasierter Gewalt,1.0,1.0,Situative,knowledge,high
Den Kern des reifen kindlichen Selbst bildet der Andere im Moment der Reflexion,Concept,Den Kern des reifen kindlichen Selbst bildet der Andere im Moment der Reflexion,1.0,1.0,,knowledge,middle
Depersonalisation/Derealisation:,Concept,Depersonalisation/Derealisation:,1.0,1.0,,knowledge,low
Der Widerspruch als Grundlage des Verständnisses,Concept,Der Widerspruch als Grundlage des Verständnisses,1.0,1.0,Coping & Consequences,knowledge,middle
Der Zusammenbruch der Grenzen,Concept,Der Zusammenbruch der Grenzen,2.0,1.0,Coping & Consequences,attitude,middle
Die Begegnung mit dem Verlust,Concept,Die Begegnung mit dem Verlust,1.0,1.0,,knowledge,middle
Die peritraumatische Situation,Concept,Die peritraumatische Situation,1.0,1.0,Situative,knowledge,middle
Die Übermittlung traumatischer Erfahrungen,Concept,Die Übermittlung traumatischer Erfahrungen,1.0,1.0,,knowledge,middle
Diskriminierungserfahrungen von Geflüchteten,Concept,Diskriminierungserfahrungen von Geflüchteten,1.0,1.0,Situative,knowledge,middle
Dissoziation,Concept,Dissoziation,10.0,4.0,Coping & Consequences,knowledge,middle
Dissoziative Amnesie:,Concept,Dissoziative Amnesie:,1.0,1.0,Coping & Consequences,knowledge,low
Dissoziative Identitätsstörung (DIS):,Concept,Dissoziative Identitätsstörung (DIS):,1.0,1.0,Coping & Consequences,knowledge,low
Dissoziative Störungen:,Concept,Dissoziative Störungen:,1.0,1.0,Coping & Consequences,knowledge,middle
Distanzierungstechniken,Concept,Distanzierungstechniken,3.0,1.0,Coping & Consequences,skill,middle
DistanzierungstechnikenFunktion,Concept,DistanzierungstechnikenFunktion,1.0,1.0,Coping & Consequences,skill,middle
Distanzierungstechnikenwichtige Elemente,Concept,Distanzierungstechnikenwichtige Elemente,1.0,1.0,Coping & Consequences,attitude,middle
"Dritte Phase des Verlaufsmodells (nach G. Fischer, P. Riedesser)",Concept,"Dritte Phase des Verlaufsmodells (nach G. Fischer, P. Riedesser)",1.0,1.0,Situative,knowledge,middle
EINFÜHRUNG:,Concept,EINFÜHRUNG:,1.0,1.0,Antecedent,knowledge,high
Ein Phantom entsteht,Concept,Ein Phantom entsteht,1.0,1.0,Coping & Consequences,knowledge,middle
"Ein Phantom, das sich nicht abschütteln lässt",Concept,"Ein Phantom, das sich nicht abschütteln lässt",1.0,1.0,,knowledge,middle
Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,Concept,Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,1.0,1.0,Coping & Consequences,knowledge,high
"Eine Situation kann traumatisch wirken, wenn eine Person einer schwerwiegenden Bedrohung ausgesetzt ist und gleichzeitig erlebt, dass Kampf- oder Fluchtversuche ins Leere laufen. Entscheidend ist nicht nur das objektive Ereignis selbst, sondern ob die Situation die subjektiv verfügbaren Bewältigungsmöglichkeiten deutlich übersteigt und in der Folge Gefühle von, Hilflosigkeit oder Ausgeliefertsein auslöst. Das Erlebte kann dadurch das Vertrauen in Sicherheit, in andere Menschen oder in die eigene Handlungsfähigkeit nachhaltig erschüttern, und so das komplette Selbst- und Weltverständnis verändern. Ob ein traumatisches Ereignis tatsächlich zu einem psychischen Traumatisierung führt, bzw, ob oder wie gut man sich erholt hängt auch von der persönlichen Lebensgeschichte und Schutzfaktoren, wie Sicherheit und Vorhersehbarkeit spendenden sozialen Beziehungen und Lebensumständen vor und nach dem Schockerlebnis der traumatischen Situation ab. ”",Concept,"Eine Situation kann traumatisch wirken, wenn eine Person einer schwerwiegenden Bedrohung ausgesetzt ist und gleichzeitig erlebt, dass Kampf- oder Fluchtversuche ins Leere laufen. Entscheidend ist nicht nur das objektive Ereignis selbst, sondern ob die Situation die subjektiv verfügbaren Bewältigungsmöglichkeiten deutlich übersteigt und in der Folge Gefühle von, Hilflosigkeit oder Ausgeliefertsein auslöst. Das Erlebte kann dadurch das Vertrauen in Sicherheit, in andere Menschen oder in die eigene Handlungsfähigkeit nachhaltig erschüttern, und so das komplette Selbst- und Weltverständnis verändern. Ob ein traumatisches Ereignis tatsächlich zu einem psychischen Traumatisierung führt, bzw, ob oder wie gut man sich erholt hängt auch von der persönlichen Lebensgeschichte und Schutzfaktoren, wie Sicherheit und Vorhersehbarkeit spendenden sozialen Beziehungen und Lebensumständen vor und nach dem Schockerlebnis der traumatischen Situation ab. ”",1.0,1.0,Antecedent,knowledge,high
Eine einfache Atemübung,Concept,Eine einfache Atemübung,1.0,1.0,,skill,low
Eine hilfreiche Beratung fängt bei uns selbst an!,Concept,Eine hilfreiche Beratung fängt bei uns selbst an!,1.0,1.0,Coping & Consequences,attitude,middle
Eine typische Äußerung,Concept,Eine typische Äußerung,1.0,1.0,,knowledge,middle
Einfluss der Traumatisierung,Concept,Einfluss der Traumatisierung,1.0,1.0,,attitude,middle
Einführung,Concept,Einführung,2.0,2.0,,knowledge,high
Einführung in psychische Traumatisierung,Concept,Einführung in psychische Traumatisierung,1.0,1.0,,knowledge,high
Einführung:,Concept,Einführung:,4.0,4.0,Situative,knowledge,high
