id,label,name,frequency,modules,phase_mode,competence_mode,granularity_mode
M2::slide_33,Slide,M2 / slide 33,0,0,,,
M2::slide_34,Slide,M2 / slide 34,0,0,,,
M2::slide_35,Slide,M2 / slide 35,0,0,,,
M2::slide_36,Slide,M2 / slide 36,0,0,,,
M2::slide_37,Slide,M2 / slide 37,0,0,,,
M2::slide_38,Slide,M2 / slide 38,0,0,,,
M3::slide_1,Slide,M3 / slide 1,0,0,,,
M3::slide_2,Slide,M3 / slide 2,0,0,,,
M3::slide_3,Slide,M3 / slide 3,0,0,,,
M3::slide_4,Slide,M3 / slide 4,0,0,,,
M3::slide_5,Slide,M3 / slide 5,0,0,,,
M3::slide_6,Slide,M3 / slide 6,0,0,,,
M3::slide_7,Slide,M3 / slide 7,0,0,,,
M3::slide_8,Slide,M3 / slide 8,0,0,,,
M3::slide_9,Slide,M3 / slide 9,0,0,,,
M3::slide_10,Slide,M3 / slide 10,0,0,,,
M3::slide_11,Slide,M3 / slide 11,0,0,,,
M3::slide_12,Slide,M3 / slide 12,0,0,,,
M3::slide_13,Slide,M3 / slide 13,0,0,,,
M3::slide_14,Slide,M3 / slide 14,0,0,,,
M3::slide_15,Slide,M3 / slide 15,0,0,,,
M3::slide_16,Slide,M3 / slide 16,0,0,,,
M3::slide_25,Slide,M3 / slide 25,0,0,,,
M3::slide_27,Slide,M3 / slide 27,0,0,,,
M3::slide_29,Slide,M3 / slide 29,0,0,,,
M3::slide_30,Slide,M3 / slide 30,0,0,,,
M3::slide_33,Slide,M3 / slide 33,0,0,,,
M4::slide_1,Slide,M4 / slide 1,0,0,,,
M4::slide_2,Slide,M4 / slide 2,0,0,,,
M4::slide_3,Slide,M4 / slide 3,0,0,,,
M4::slide_4,Slide,M4 / slide 4,0,0,,,
M4::slide_5,Slide,M4 / slide 5,0,0,,,
M4::slide_6,Slide,M4 / slide 6,0,0,,,
M4::slide_7,Slide,M4 / slide 7,0,0,,,
M4::slide_8,Slide,M4 / slide 8,0,0,,,
M4::slide_9,Slide,M4 / slide 9,0,0,,,
M4::slide_10,Slide,M4 / slide 10,0,0,,,
M4::slide_11,Slide,M4 / slide 11,0,0,,,
M4::slide_12,Slide,M4 / slide 12,0,0,,,
M4::slide_13,Slide,M4 / slide 13,0,0,,,
M4::slide_14,Slide,M4 / slide 14,0,0,,,
M4::slide_15,Slide,M4 / slide 15,0,0,,,
M4::slide_16,Slide,M4 / slide 16,0,0,,,
M4::slide_17,Slide,M4 / slide 17,0,0,,,
M4::slide_18,Slide,M4 / slide 18,0,0,,,
M4::slide_19,Slide,M4 / slide 19,0,0,,,
M4::slide_20,Slide,M4 / slide 20,0,0,,,
M4::slide_21,Slide,M4 / slide 21,0,0,,,
M4::slide_22,Slide,M4 / slide 22,0,0,,,
M4::slide_23,Slide,M4 / slide 23,0,0,,,
M4::slide_24,Slide,M4 / slide 24,0,0,,,
M4::slide_25,Slide,M4 / slide 25,0,0,,,
M4::slide_26,Slide,M4 / slide 26,0,0,,,
M4::slide_27,Slide,M4 / slide 27,0,0,,,
M4::slide_28,Slide,M4 / slide 28,0,0,,,
M4::slide_30,Slide,M4 / slide 30,0,0,,,
M4::slide_31,Slide,M4 / slide 31,0,0,,,
M4::slide_32,Slide,M4 / slide 32,0,0,,,
M4::slide_33,Slide,M4 / slide 33,0,0,,,
M4::slide_34,Slide,M4 / slide 34,0,0,,,
M4::slide_35,Slide,M4 / slide 35,0,0,,,
M4::slide_36,Slide,M4 / slide 36,0,0,,,
M4::slide_37,Slide,M4 / slide 37,0,0,,,
M5::slide_1,Slide,M5 / slide 1,0,0,,,
M5::slide_2,Slide,M5 / slide 2,0,0,,,
M5::slide_3,Slide,M5 / slide 3,0,0,,,
M5::slide_4,Slide,M5 / slide 4,0,0,,,
M5::slide_5,Slide,M5 / slide 5,0,0,,,
M5::slide_6,Slide,M5 / slide 6,0,0,,,
M5::slide_7,Slide,M5 / slide 7,0,0,,,
M5::slide_8,Slide,M5 / slide 8,0,0,,,
M5::slide_9,Slide,M5 / slide 9,0,0,,,
M5::slide_10,Slide,M5 / slide 10,0,0,,,
M5::slide_11,Slide,M5 / slide 11,0,0,,,
M5::slide_12,Slide,M5 / slide 12,0,0,,,
M5::slide_13,Slide,M5 / slide 13,0,0,,,
M5::slide_14,Slide,M5 / slide 14,0,0,,,
M5::slide_15,Slide,M5 / slide 15,0,0,,,
M5::slide_16,Slide,M5 / slide 16,0,0,,,
M5::slide_17,Slide,M5 / slide 17,0,0,,,
M5::slide_18,Slide,M5 / slide 18,0,0,,,
M5::slide_19,Slide,M5 / slide 19,0,0,,,
M5::slide_20,Slide,M5 / slide 20,0,0,,,
M5::slide_21,Slide,M5 / slide 21,0,0,,,
M5::slide_22,Slide,M5 / slide 22,0,0,,,
M5::slide_23,Slide,M5 / slide 23,0,0,,,
M5::slide_24,Slide,M5 / slide 24,0,0,,,
M5::slide_25,Slide,M5 / slide 25,0,0,,,
M5::slide_26,Slide,M5 / slide 26,0,0,,,
M5::slide_27,Slide,M5 / slide 27,0,0,,,
M5::slide_28,Slide,M5 / slide 28,0,0,,,
M5::slide_29,Slide,M5 / slide 29,0,0,,,
M5::slide_30,Slide,M5 / slide 30,0,0,,,
M5::slide_31,Slide,M5 / slide 31,0,0,,,
M5::slide_32,Slide,M5 / slide 32,0,0,,,
M5::slide_33,Slide,M5 / slide 33,0,0,,,
M6::slide_1,Slide,M6 / slide 1,0,0,,,
M6::slide_2,Slide,M6 / slide 2,0,0,,,
M6::slide_3,Slide,M6 / slide 3,0,0,,,
M6::slide_4,Slide,M6 / slide 4,0,0,,,
M6::slide_5,Slide,M6 / slide 5,0,0,,,
M6::slide_6,Slide,M6 / slide 6,0,0,,,
M6::slide_7,Slide,M6 / slide 7,0,0,,,
M6::slide_8,Slide,M6 / slide 8,0,0,,,
M6::slide_9,Slide,M6 / slide 9,0,0,,,
M6::slide_10,Slide,M6 / slide 10,0,0,,,
M6::slide_11,Slide,M6 / slide 11,0,0,,,
M6::slide_12,Slide,M6 / slide 12,0,0,,,
M6::slide_13,Slide,M6 / slide 13,0,0,,,
M6::slide_14,Slide,M6 / slide 14,0,0,,,
M6::slide_15,Slide,M6 / slide 15,0,0,,,
M6::slide_16,Slide,M6 / slide 16,0,0,,,
M6::slide_17,Slide,M6 / slide 17,0,0,,,
M6::slide_18,Slide,M6 / slide 18,0,0,,,
M6::slide_19,Slide,M6 / slide 19,0,0,,,
M6::slide_20,Slide,M6 / slide 20,0,0,,,
M6::slide_21,Slide,M6 / slide 21,0,0,,,
M6::slide_22,Slide,M6 / slide 22,0,0,,,
M6::slide_23,Slide,M6 / slide 23,0,0,,,
M6::slide_24,Slide,M6 / slide 24,0,0,,,
M6::slide_25,Slide,M6 / slide 25,0,0,,,
M7::slide_1,Slide,M7 / slide 1,0,0,,,
M7::slide_2,Slide,M7 / slide 2,0,0,,,
M7::slide_3,Slide,M7 / slide 3,0,0,,,
M7::slide_4,Slide,M7 / slide 4,0,0,,,
M7::slide_5,Slide,M7 / slide 5,0,0,,,
M7::slide_6,Slide,M7 / slide 6,0,0,,,
M7::slide_7,Slide,M7 / slide 7,0,0,,,
M7::slide_8,Slide,M7 / slide 8,0,0,,,
M7::slide_9,Slide,M7 / slide 9,0,0,,,
M7::slide_10,Slide,M7 / slide 10,0,0,,,
M7::slide_11,Slide,M7 / slide 11,0,0,,,
M7::slide_12,Slide,M7 / slide 12,0,0,,,
M7::slide_13,Slide,M7 / slide 13,0,0,,,
M7::slide_14,Slide,M7 / slide 14,0,0,,,
M7::slide_15,Slide,M7 / slide 15,0,0,,,
M7::slide_16,Slide,M7 / slide 16,0,0,,,
M7::slide_17,Slide,M7 / slide 17,0,0,,,
M7::slide_18,Slide,M7 / slide 18,0,0,,,
M7::slide_19,Slide,M7 / slide 19,0,0,,,
M7::slide_20,Slide,M7 / slide 20,0,0,,,
M7::slide_21,Slide,M7 / slide 21,0,0,,,
M7::slide_22,Slide,M7 / slide 22,0,0,,,
M7::slide_23,Slide,M7 / slide 23,0,0,,,
M7::slide_24,Slide,M7 / slide 24,0,0,,,
M7::slide_25,Slide,M7 / slide 25,0,0,,,
M7::slide_26,Slide,M7 / slide 26,0,0,,,
M7::slide_27,Slide,M7 / slide 27,0,0,,,
M7::slide_28,Slide,M7 / slide 28,0,0,,,
M7::slide_29,Slide,M7 / slide 29,0,0,,,
M7::slide_30,Slide,M7 / slide 30,0,0,,,
M7::slide_31,Slide,M7 / slide 31,0,0,,,
M7::slide_32,Slide,M7 / slide 32,0,0,,,
M7::slide_33,Slide,M7 / slide 33,0,0,,,
M7::slide_34,Slide,M7 / slide 34,0,0,,,
M7::slide_35,Slide,M7 / slide 35,0,0,,,
M7::slide_36,Slide,M7 / slide 36,0,0,,,
M7::slide_37,Slide,M7 / slide 37,0,0,,,
M7::slide_38,Slide,M7 / slide 38,0,0,,,
M7::slide_39,Slide,M7 / slide 39,0,0,,,
M7::slide_40,Slide,M7 / slide 40,0,0,,,
M7::slide_41,Slide,M7 / slide 41,0,0,,,
M7::slide_42,Slide,M7 / slide 42,0,0,,,
M7::slide_43,Slide,M7 / slide 43,0,0,,,
M7::slide_44,Slide,M7 / slide 44,0,0,,,
M7::slide_45,Slide,M7 / slide 45,0,0,,,
M7::slide_46,Slide,M7 / slide 46,0,0,,,
M7::slide_47,Slide,M7 / slide 47,0,0,,,
M7::slide_48,Slide,M7 / slide 48,0,0,,,
M7::slide_49,Slide,M7 / slide 49,0,0,,,
M7::slide_51,Slide,M7 / slide 51,0,0,,,
M7::slide_52,Slide,M7 / slide 52,0,0,,,
M7::slide_53,Slide,M7 / slide 53,0,0,,,
M7::slide_54,Slide,M7 / slide 54,0,0,,,
M7::slide_55,Slide,M7 / slide 55,0,0,,,
M7::slide_56,Slide,M7 / slide 56,0,0,,,
M7::slide_57,Slide,M7 / slide 57,0,0,,,
M7::slide_58,Slide,M7 / slide 58,0,0,,,
M7::slide_59,Slide,M7 / slide 59,0,0,,,
M7::slide_60,Slide,M7 / slide 60,0,0,,,
M7::slide_61,Slide,M7 / slide 61,0,0,,,
M8::slide_1,Slide,M8 / slide 1,0,0,,,
M8::slide_2,Slide,M8 / slide 2,0,0,,,
M8::slide_3,Slide,M8 / slide 3,0,0,,,
M8::slide_4,Slide,M8 / slide 4,0,0,,,
M8::slide_5,Slide,M8 / slide 5,0,0,,,
M8::slide_6,Slide,M8 / slide 6,0,0,,,
M8::slide_7,Slide,M8 / slide 7,0,0,,,
M8::slide_8,Slide,M8 / slide 8,0,0,,,
M8::slide_9,Slide,M8 / slide 9,0,0,,,
M8::slide_10,Slide,M8 / slide 10,0,0,,,
M8::slide_11,Slide,M8 / slide 11,0,0,,,
M8::slide_12,Slide,M8 / slide 12,0,0,,,
M8::slide_13,Slide,M8 / slide 13,0,0,,,
M8::slide_14,Slide,M8 / slide 14,0,0,,,
M8::slide_15,Slide,M8 / slide 15,0,0,,,
M8::slide_16,Slide,M8 / slide 16,0,0,,,
M8::slide_17,Slide,M8 / slide 17,0,0,,,
M8::slide_18,Slide,M8 / slide 18,0,0,,,
M8::slide_19,Slide,M8 / slide 19,0,0,,,
M8::slide_20,Slide,M8 / slide 20,0,0,,,
M8::slide_21,Slide,M8 / slide 21,0,0,,,
M8::slide_22,Slide,M8 / slide 22,0,0,,,
M8::slide_23,Slide,M8 / slide 23,0,0,,,
M8::slide_24,Slide,M8 / slide 24,0,0,,,
M8::slide_25,Slide,M8 / slide 25,0,0,,,
M8::slide_26,Slide,M8 / slide 26,0,0,,,
M8::slide_27,Slide,M8 / slide 27,0,0,,,
M8::slide_28,Slide,M8 / slide 28,0,0,,,
M8::slide_29,Slide,M8 / slide 29,0,0,,,
M8::slide_30,Slide,M8 / slide 30,0,0,,,
M9::slide_1,Slide,M9 / slide 1,0,0,,,
M9::slide_2,Slide,M9 / slide 2,0,0,,,
M9::slide_3,Slide,M9 / slide 3,0,0,,,
M9::slide_4,Slide,M9 / slide 4,0,0,,,
M9::slide_5,Slide,M9 / slide 5,0,0,,,
M9::slide_6,Slide,M9 / slide 6,0,0,,,
M9::slide_7,Slide,M9 / slide 7,0,0,,,
M9::slide_8,Slide,M9 / slide 8,0,0,,,
M9::slide_9,Slide,M9 / slide 9,0,0,,,
M9::slide_10,Slide,M9 / slide 10,0,0,,,
M9::slide_11,Slide,M9 / slide 11,0,0,,,
M9::slide_12,Slide,M9 / slide 12,0,0,,,
M9::slide_13,Slide,M9 / slide 13,0,0,,,
M10::slide_1,Slide,M10 / slide 1,0,0,,,
M10::slide_2,Slide,M10 / slide 2,0,0,,,
M10::slide_3,Slide,M10 / slide 3,0,0,,,
M10::slide_4,Slide,M10 / slide 4,0,0,,,
M10::slide_5,Slide,M10 / slide 5,0,0,,,
M10::slide_6,Slide,M10 / slide 6,0,0,,,
M10::slide_7,Slide,M10 / slide 7,0,0,,,
M10::slide_8,Slide,M10 / slide 8,0,0,,,
M10::slide_9,Slide,M10 / slide 9,0,0,,,
M10::slide_10,Slide,M10 / slide 10,0,0,,,
M10::slide_11,Slide,M10 / slide 11,0,0,,,
M10::slide_12,Slide,M10 / slide 12,0,0,,,
M10::slide_13,Slide,M10 / slide 13,0,0,,,
M10::slide_14,Slide,M10 / slide 14,0,0,,,
M10::slide_15,Slide,M10 / slide 15,0,0,,,
06.04.2025,Concept,06.04.2025,1,1,Situative,knowledge,middle
07.04.2025,Concept,07.04.2025,5,1,Coping & Consequences,attitude,middle
08.04.2025,Concept,08.04.2025,1,1,Situative,knowledge,middle
18.05.2025,Concept,18.05.2025,1,1,,knowledge,middle
19.10.2018,Concept,19.10.2018,7,2,Antecedent,knowledge,middle
54321- Sehen-Hören-Empfinden,Concept,54321- Sehen-Hören-Empfinden,1,1,Coping & Consequences,skill,low
ARBEIT MIT DOLMETSCHER:INNENWARUM SIND DOLMETSCHER:INNEN UNVERZICHTBAR?,Concept,ARBEIT MIT DOLMETSCHER:INNENWARUM SIND DOLMETSCHER:INNEN UNVERZICHTBAR?,1,1,Coping & Consequences,knowledge,middle
Ablenkung durch Rechnen,Concept,Ablenkung durch Rechnen,1,1,,knowledge,low
"Achte darauf, genug und regelmäßig zu essen und zu trinken",Concept,"Achte darauf, genug und regelmäßig zu essen und zu trinken",1,1,Coping & Consequences,skill,low
Achtsamkeitsübung,Concept,Achtsamkeitsübung,1,1,Coping & Consequences,attitude,middle
Akkulturationsprozesse,Concept,Akkulturationsprozesse,1,1,Antecedent,knowledge,middle
Akutes Trauma – kurz und heftig :,Concept,Akutes Trauma – kurz und heftig :,1,1,Situative,knowledge,middle
Angebote,Concept,Angebote,1,1,Coping & Consequences,skill,middle
Atemübung,Concept,Atemübung,1,1,Coping & Consequences,skill,low
Auf der Flucht,Concept,Auf der Flucht,4,2,Situative,knowledge,middle
Ausgänge der postexpositorischen Phase,Concept,Ausgänge der postexpositorischen Phase,1,1,Coping & Consequences,knowledge,middle
Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,Concept,Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,1,1,Situative,skill,middle
Auswirkungen auf die Identität,Concept,Auswirkungen auf die Identität,1,1,Antecedent,knowledge,middle
Auswirkungen gemeinschaftsbasierter Gewalt,Concept,Auswirkungen gemeinschaftsbasierter Gewalt,1,1,Coping & Consequences,knowledge,middle
Behandlung komplexer PTBS & dissoziativer Störungen,Concept,Behandlung komplexer PTBS & dissoziativer Störungen,1,1,Coping & Consequences,skill,middle
Belastungsfaktoren der sozialen Arbeit,Concept,Belastungsfaktoren der sozialen Arbeit,1,1,,attitude,middle
Berücksichtigung von Konzentrations- und Aufmerksamkeitsstörungen,Concept,Berücksichtigung von Konzentrations- und Aufmerksamkeitsstörungen,1,1,,knowledge,middle
Beschädigung der Grenzen zwischen den Generationen (Bohleber 2009),Concept,Beschädigung der Grenzen zwischen den Generationen (Bohleber 2009),1,1,,attitude,middle
"Besondere Herausforderungen für geflüchtete Frauen, LGBTQ+ & nicht-binäre Personen",Concept,"Besondere Herausforderungen für geflüchtete Frauen, LGBTQ+ & nicht-binäre Personen",1,1,Situative,attitude,middle
Besonderheiten in der Beratung/Therapie mit (traumatisierten) Geflüchteten,Concept,Besonderheiten in der Beratung/Therapie mit (traumatisierten) Geflüchteten,1,1,Coping & Consequences,knowledge,middle
Betrachtung verschiedener Stufen der Dissoziation,Concept,Betrachtung verschiedener Stufen der Dissoziation,1,1,Coping & Consequences,knowledge,middle
Bindung,Concept,Bindung,2,1,,knowledge,middle
Bindung und Trauma –Über die transgenerationale Weitergabe einer tiefen Erschütterung,Concept,Bindung und Trauma –Über die transgenerationale Weitergabe einer tiefen Erschütterung,1,1,,knowledge,middle
Biografische Schutzfaktoren,Concept,Biografische Schutzfaktoren,1,1,Antecedent,knowledge,middle
Charakteristische Merkmale von Klient_innen,Concept,Charakteristische Merkmale von Klient_innen,1,1,Coping & Consequences,knowledge,middle
Chronisches Trauma – dauerhaft belastend,Concept,Chronisches Trauma – dauerhaft belastend,1,1,Coping & Consequences,knowledge,middle
DER TRAUMATISCHE PROZESS,Concept,DER TRAUMATISCHE PROZESS,1,1,,knowledge,middle
DIE 4 PHASEN DES KULTURSCHOCKS,Concept,DIE 4 PHASEN DES KULTURSCHOCKS,1,1,Antecedent,knowledge,middle
DIE FRAGE NACH IDENTITÄT,Concept,DIE FRAGE NACH IDENTITÄT,1,1,Antecedent,knowledge,middle
DIE FRAGE NACH KULTUR,Concept,DIE FRAGE NACH KULTUR,2,2,,knowledge,middle
DIE PERITRAUMATISCHE SITUATION,Concept,DIE PERITRAUMATISCHE SITUATION,1,1,Situative,knowledge,middle
DISSOZIATION IN STUFEN,Concept,DISSOZIATION IN STUFEN,1,1,Coping & Consequences,knowledge,middle
Da sein,Concept,Da sein,1,1,Coping & Consequences,knowledge,middle
Danke!,Concept,Danke!,1,1,,knowledge,middle
Das Fremde und das Eigene,Concept,Das Fremde und das Eigene,2,2,,knowledge,middle
Das Kind als Container,Concept,Das Kind als Container,1,1,,skill,middle
Das Leben im Exil,Concept,Das Leben im Exil,2,1,Antecedent,knowledge,middle
Das Lymbische System und die Emotionen,Concept,Das Lymbische System und die Emotionen,1,1,Coping & Consequences,knowledge,middle
Das Reptiliengehirn und seine Funktionen,Concept,Das Reptiliengehirn und seine Funktionen,1,1,,knowledge,middle
Das weiße Blatt,Concept,Das weiße Blatt,1,1,,attitude,low
Definition Gewalt,Concept,Definition Gewalt,1,1,Coping & Consequences,knowledge,high
Definition gemeinschaftsbasierter Gewalt,Concept,Definition gemeinschaftsbasierter Gewalt,1,1,Situative,knowledge,high
Den Kern des reifen kindlichen Selbst bildet der Andere im Moment der Reflexion,Concept,Den Kern des reifen kindlichen Selbst bildet der Andere im Moment der Reflexion,1,1,,knowledge,middle
Depersonalisation/Derealisation:,Concept,Depersonalisation/Derealisation:,1,1,,knowledge,low
Der Widerspruch als Grundlage des Verständnisses,Concept,Der Widerspruch als Grundlage des Verständnisses,1,1,Coping & Consequences,knowledge,middle
Der Zusammenbruch der Grenzen,Concept,Der Zusammenbruch der Grenzen,2,1,Coping & Consequences,attitude,middle
Die Begegnung mit dem Verlust,Concept,Die Begegnung mit dem Verlust,1,1,,knowledge,middle
Die peritraumatische Situation,Concept,Die peritraumatische Situation,1,1,Situative,knowledge,middle
Die Übermittlung traumatischer Erfahrungen,Concept,Die Übermittlung traumatischer Erfahrungen,1,1,,knowledge,middle
Diskriminierungserfahrungen von Geflüchteten,Concept,Diskriminierungserfahrungen von Geflüchteten,1,1,Situative,knowledge,middle
Dissoziation,Concept,Dissoziation,10,4,Coping & Consequences,knowledge,middle
Dissoziative Amnesie:,Concept,Dissoziative Amnesie:,1,1,Coping & Consequences,knowledge,low
Dissoziative Identitätsstörung (DIS):,Concept,Dissoziative Identitätsstörung (DIS):,1,1,Coping & Consequences,knowledge,low
Dissoziative Störungen:,Concept,Dissoziative Störungen:,1,1,Coping & Consequences,knowledge,middle
Distanzierungstechniken,Concept,Distanzierungstechniken,3,1,Coping & Consequences,skill,middle
DistanzierungstechnikenFunktion,Concept,DistanzierungstechnikenFunktion,1,1,Coping & Consequences,skill,middle
Distanzierungstechnikenwichtige Elemente,Concept,Distanzierungstechnikenwichtige Elemente,1,1,Coping & Consequences,attitude,middle
"Dritte Phase des Verlaufsmodells (nach G. Fischer, P. Riedesser)",Concept,"Dritte Phase des Verlaufsmodells (nach G. Fischer, P. Riedesser)",1,1,Situative,knowledge,middle
EINFÜHRUNG:,Concept,EINFÜHRUNG:,1,1,Antecedent,knowledge,high
Ein Phantom entsteht,Concept,Ein Phantom entsteht,1,1,Coping & Consequences,knowledge,middle
"Ein Phantom, das sich nicht abschütteln lässt",Concept,"Ein Phantom, das sich nicht abschütteln lässt",1,1,,knowledge,middle
Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,Concept,Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,1,1,Coping & Consequences,knowledge,high
